Date,Open,High,Low,Close,Adj Close,Volume
2016-06-30,94.440002,95.769997,94.300003,95.599998,92.367805,35836400
2016-07-01,95.489998,96.470001,95.33000200000001,95.889999,92.64801,26026500
2016-07-05,95.389999,95.400002,94.459999,94.989998,91.778442,27705200
2016-07-06,94.599998,95.660004,94.370003,95.529999,92.30017099999999,30949100
2016-07-07,95.699997,96.5,95.620003,95.940002,92.696312,25139600
2016-07-08,96.489998,96.889999,96.050003,96.68,93.411301,28912100
2016-07-11,96.75,97.650002,96.730003,96.980003,93.701157,23794900
2016-07-12,97.16999799999999,97.699997,97.120003,97.41999799999999,94.12628199999999,24167500
2016-07-13,97.410004,97.66999799999999,96.839996,96.870003,93.594872,25892200
2016-07-14,97.389999,98.989998,97.32,98.790001,95.449966,38919000
2016-07-15,98.91999799999999,99.300003,98.5,98.779999,95.4403,30137000
2016-07-18,98.699997,100.129997,98.599998,99.83000200000001,96.454803,36493900
2016-07-19,99.559998,100.0,99.339996,99.870003,96.493454,23779900
2016-07-20,100.0,100.459999,99.739998,99.959999,96.580414,26276000
2016-07-21,99.83000200000001,101.0,99.129997,99.43,96.068329,32702000
2016-07-22,99.260002,99.300003,98.309998,98.660004,95.324364,28313700
2016-07-25,98.25,98.839996,96.91999799999999,97.339996,94.048996,40382900
2016-07-26,96.82,97.970001,96.41999799999999,96.66999799999999,93.401634,56239800
2016-07-27,104.269997,104.349998,102.75,102.949997,99.469307,92344800
2016-07-28,102.83000200000001,104.449997,102.82,104.339996,100.81231700000001,39869800
2016-07-29,104.190002,104.550003,103.68,104.209999,100.686714,27733700
2016-08-01,104.410004,106.150002,104.410004,106.050003,102.464508,38167900
2016-08-02,106.050003,106.07,104.0,104.480003,100.947594,33816600
2016-08-03,104.809998,105.839996,104.769997,105.790001,102.213295,30202600
2016-08-04,105.58000200000001,106.0,105.279999,105.870003,102.844727,27408700
2016-08-05,106.269997,107.650002,106.18,107.480003,104.408714,40553400
2016-08-08,107.519997,108.370003,107.160004,108.370003,105.27328500000002,28037200
2016-08-09,108.230003,108.940002,108.010002,108.809998,105.70071399999999,26315200
2016-08-10,108.709999,108.900002,107.760002,108.0,104.913849,24008500
2016-08-11,108.519997,108.93,107.849998,107.93,104.845863,27484500
2016-08-12,107.779999,108.440002,107.779999,108.18,105.088715,18660400
2016-08-15,108.139999,109.540001,108.08000200000001,109.480003,106.35157,25868200
2016-08-16,109.629997,110.230003,109.209999,109.379997,106.254425,33794400
2016-08-17,109.099998,109.370003,108.339996,109.220001,106.098991,25356000
2016-08-18,109.230003,109.599998,109.019997,109.08000200000001,105.962997,21984700
2016-08-19,108.769997,109.690002,108.360001,109.360001,106.23498500000001,25368100
2016-08-22,108.860001,109.099998,107.849998,108.510002,105.40928600000001,25820200
2016-08-23,108.589996,109.32,108.529999,108.849998,105.73955500000001,21257700
2016-08-24,108.57,108.75,107.68,108.029999,104.943001,23675100
2016-08-25,107.389999,107.879997,106.68,107.57,104.496147,25086200
2016-08-26,107.410004,107.949997,106.309998,106.940002,103.88414,27766300
2016-08-29,106.620003,107.440002,106.290001,106.82,103.767578,24970300
2016-08-30,105.800003,106.5,105.5,106.0,102.971016,24863900
2016-08-31,105.660004,106.57,105.639999,106.099998,103.06815300000001,29662400
2016-09-01,106.139999,106.800003,105.620003,106.730003,103.680153,26701500
2016-09-02,107.699997,108.0,106.82,107.730003,104.651573,26802500
2016-09-06,107.900002,108.300003,107.510002,107.699997,104.622429,26880400
2016-09-07,107.83000200000001,108.760002,107.07,108.360001,105.26356499999999,42364300
2016-09-08,107.25,107.269997,105.239998,105.519997,102.504723,53002000
